Bölge (Düzey-2),Ýl Adý,Ýlçe Adý,Ýl-Ýlçe,ilce_no
"TR71-AHILER-(AKSARAY, KIRIKKALE, KIRSEHIR, NIGDE, NEVSEHIR)",KIRSEHIR,MUCUR,KIRSEHIR-MUCUR,419
"TR71-AHILER-(AKSARAY, KIRIKKALE, KIRSEHIR, NIGDE, NEVSEHIR)",NEVSEHIR,ACIGOL,NEVSEHIR-ACIGOL,327
"TR71-AHILER-(AKSARAY, KIRIKKALE, KIRSEHIR, NIGDE, NEVSEHIR)",NEVSEHIR,AVANOS,NEVSEHIR-AVANOS,393
"TR71-AHILER-(AKSARAY, KIRIKKALE, KIRSEHIR, NIGDE, NEVSEHIR)",NEVSEHIR,DERINKUYU,NEVSEHIR-DERINKUYU,325
"TR71-AHILER-(AKSARAY, KIRIKKALE, KIRSEHIR, NIGDE, NEVSEHIR)",NEVSEHIR,GULSEHIR,NEVSEHIR-GULSEHIR,387
"TR71-AHILER-(AKSARAY, KIRIKKALE, KIRSEHIR, NIGDE, NEVSEHIR)",NEVSEHIR,HACIBEKTAS,NEVSEHIR-HACIBEKTAS,418
"TR71-AHILER-(AKSARAY, KIRIKKALE, KIRSEHIR, NIGDE, NEVSEHIR)",NEVSEHIR,KOZAKLI,NEVSEHIR-KOZAKLI,454
"TR71-AHILER-(AKSARAY, KIRIKKALE, KIRSEHIR, NIGDE, NEVSEHIR)",NEVSEHIR,NEVSEHIR,NEVSEHIR-NEVSEHIR,360
"TR71-AHILER-(AKSARAY, KIRIKKALE, KIRSEHIR, NIGDE, NEVSEHIR)",NEVSEHIR,URGUP,NEVSEHIR-URGUP,361
"TR71-AHILER-(AKSARAY, KIRIKKALE, KIRSEHIR, NIGDE, NEVSEHIR)",NIGDE,ALTUNHISAR,NIGDE-ALTUNHISAR,259
"TR71-AHILER-(AKSARAY, KIRIKKALE, KIRSEHIR, NIGDE, NEVSEHIR)",NIGDE,BOR,NIGDE-BOR,195
"TR71-AHILER-(AKSARAY, KIRIKKALE, KIRSEHIR, NIGDE, NEVSEHIR)",NIGDE,CAMARDI,NIGDE-CAMARDI,193
"TR71-AHILER-(AKSARAY, KIRIKKALE, KIRSEHIR, NIGDE, NEVSEHIR)",NIGDE,CIFTLIK,NIGDE-CIFTLIK,278
"TR71-AHILER-(AKSARAY, KIRIKKALE, KIRSEHIR, NIGDE, NEVSEHIR)",NIGDE,NIGDE,NIGDE-NIGDE,255
"TR71-AHILER-(AKSARAY, KIRIKKALE, KIRSEHIR, NIGDE, NEVSEHIR)",NIGDE,ULUKISLA,NIGDE-ULUKISLA,160
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",KAYSERI,AKKISLA,KAYSERI-AKKISLA,434
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",KAYSERI,BUNYAN,KAYSERI-BUNYAN,375
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",KAYSERI,DEVELI,KAYSERI-DEVELI,286
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",KAYSERI,FELAHIYE,KAYSERI-FELAHIYE,449
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",KAYSERI,HACILAR,KAYSERI-HACILAR,352
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",KAYSERI,INCESU,KAYSERI-INCESU,355
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",KAYSERI,KOCASINAN,KAYSERI-KOCASINAN,408
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",KAYSERI,MELIKGAZI,KAYSERI-MELIKGAZI,351
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",KAYSERI,OZVATAN,KAYSERI-OZVATAN,438
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",KAYSERI,PINARBASI,KAYSERI-PINARBASI,371
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",KAYSERI,SARIOGLAN,KAYSERI-SARIOGLAN,439
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",KAYSERI,SARIZ,KAYSERI-SARIZ,344
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",KAYSERI,TALAS,KAYSERI-TALAS,350
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",KAYSERI,TOMARZA,KAYSERI-TOMARZA,345
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",KAYSERI,YAHYALI,KAYSERI-YAHYALI,265
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",KAYSERI,YESILHISAR,KAYSERI-YESILHISAR,298
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",SIVAS,AKINCILAR,SIVAS-AKINCILAR,590
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",SIVAS,ALTINYAYLA,SIVAS-ALTINYAYLA,456
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",SIVAS,DIVRIGI,SIVAS-DIVRIGI,451
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",SIVAS,DOGANSAR,SIVAS-DOGANSAR,630
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",SIVAS,GEMEREK,SIVAS-GEMEREK,458
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",SIVAS,GOLOVA,SIVAS-GOLOVA,627
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",SIVAS,GURUN,SIVAS-GURUN,383
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",SIVAS,HAFIK,SIVAS-HAFIK,520
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",SIVAS,IMRANLI,SIVAS-IMRANLI,537
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",SIVAS,KANGAL,SIVAS-KANGAL,437
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",SIVAS,KOYULHISAR,SIVAS-KOYULHISAR,638
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",SIVAS,SARKISLA,SIVAS-SARKISLA,464
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",SIVAS,SIVAS,SIVAS-SIVAS,499
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",SIVAS,SUSEHRI,SIVAS-SUSEHRI,593
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",SIVAS,ULAS,SIVAS-ULAS,500
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",SIVAS,YILDIZELI,SIVAS-YILDIZELI,546
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",SIVAS,ZARA,SIVAS-ZARA,508
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",YOZGAT,AKDAGMADENI,YOZGAT-AKDAGMADENI,511
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",YOZGAT,AYDINCIK,YOZGAT-AYDINCIK,615
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",YOZGAT,BOGAZLIYAN,YOZGAT-BOGAZLIYAN,440
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",YOZGAT,CANDIR,YOZGAT-CANDIR,471
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",YOZGAT,CAYIRALAN,YOZGAT-CAYIRALAN,476
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",YOZGAT,CEKEREK,YOZGAT-CEKEREK,575
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",YOZGAT,KADISEHRI,YOZGAT-KADISEHRI,578
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",YOZGAT,SARAYKENT,YOZGAT-SARAYKENT,531
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",YOZGAT,SARIKAYA,YOZGAT-SARIKAYA,490
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",YOZGAT,SEFAATLI,YOZGAT-SEFAATLI,488
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",YOZGAT,SORGUN,YOZGAT-SORGUN,532
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",YOZGAT,YENIFAKILI,YOZGAT-YENIFAKILI,455
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",YOZGAT,YERKOY,YOZGAT-YERKOY,527
"TR72-ORTA ANADOLU-(KAYSERI, SIVAS, YOZGAT)",YOZGAT,YOZGAT,YOZGAT-YOZGAT,513
"TR81-BATI KARADENIZ-(BARTIN, KARABUK, ZONGULDAK)",BARTIN,AMASRA,BARTIN-AMASRA,945
"TR81-BATI KARADENIZ-(BARTIN, KARABUK, ZONGULDAK)",BARTIN,BARTIN,BARTIN-BARTIN,915
"TR81-BATI KARADENIZ-(BARTIN, KARABUK, ZONGULDAK)",BARTIN,KURUCASILE,BARTIN-KURUCASILE,952
"TR81-BATI KARADENIZ-(BARTIN, KARABUK, ZONGULDAK)",BARTIN,ULUS,BARTIN-ULUS,931
"TR81-BATI KARADENIZ-(BARTIN, KARABUK, ZONGULDAK)",KARABUK,EFLANI,KARABUK-EFLANI,921
"TR81-BATI KARADENIZ-(BARTIN, KARABUK, ZONGULDAK)",KARABUK,ESKIPAZAR,KARABUK-ESKIPAZAR,840
"TR81-BATI KARADENIZ-(BARTIN, KARABUK, ZONGULDAK)",KARABUK,KARABUK,KARABUK-KARABUK,869
"TR81-BATI KARADENIZ-(BARTIN, KARABUK, ZONGULDAK)",KARABUK,OVACIK,KARABUK-OVACIK,835
"TR81-BATI KARADENIZ-(BARTIN, KARABUK, ZONGULDAK)",KARABUK,SAFRANBOLU,KARABUK-SAFRANBOLU,895
"TR81-BATI KARADENIZ-(BARTIN, KARABUK, ZONGULDAK)",KARABUK,YENICE,KARABUK-YENICE,861
"TR81-BATI KARADENIZ-(BARTIN, KARABUK, ZONGULDAK)",ZONGULDAK,ALAPLI,ZONGULDAK-ALAPLI,862
"TR81-BATI KARADENIZ-(BARTIN, KARABUK, ZONGULDAK)",ZONGULDAK,CAYCUMA,ZONGULDAK-CAYCUMA,908
"TR81-BATI KARADENIZ-(BARTIN, KARABUK, ZONGULDAK)",ZONGULDAK,DEVREK,ZONGULDAK-DEVREK,860
"TR81-BATI KARADENIZ-(BARTIN, KARABUK, ZONGULDAK)",ZONGULDAK,EREGLI,ZONGULDAK-EREGLI,898
"TR81-BATI KARADENIZ-(BARTIN, KARABUK, ZONGULDAK)",ZONGULDAK,GOKCEBEY,ZONGULDAK-GOKCEBEY,907
"TR81-BATI KARADENIZ-(BARTIN, KARABUK, ZONGULDAK)",ZONGULDAK,KILIMLI,ZONGULDAK-KILIMLI,928
"TR81-BATI KARADENIZ-(BARTIN, KARABUK, ZONGULDAK)",ZONGULDAK,KOZLU,ZONGULDAK-KOZLU,923
"TR81-BATI KARADENIZ-(BARTIN, KARABUK, ZONGULDAK)",ZONGULDAK,ZONGULDAK,ZONGULDAK-ZONGULDAK,906
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",CANKIRI,ATKARACALAR,CANKIRI-ATKARACALAR,753
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",CANKIRI,BAYRAMOREN,CANKIRI-BAYRAMOREN,807
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",CANKIRI,CANKIRI,CANKIRI-CANKIRI,660
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",CANKIRI,CERKES,CANKIRI-CERKES,752
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",CANKIRI,ELDIVAN,CANKIRI-ELDIVAN,670
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",CANKIRI,ILGAZ,CANKIRI-ILGAZ,771
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",CANKIRI,KIZILIRMAK,CANKIRI-KIZILIRMAK,656
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",CANKIRI,KORGUN,CANKIRI-KORGUN,713
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",CANKIRI,KURSUNLU,CANKIRI-KURSUNLU,747
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",CANKIRI,ORTA,CANKIRI-ORTA,693
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",CANKIRI,SABANOZU,CANKIRI-SABANOZU,680
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",CANKIRI,YAPRAKLI,CANKIRI-YAPRAKLI,766
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",KASTAMONU,ABANA,KASTAMONU-ABANA,959
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",KASTAMONU,AGLI,KASTAMONU-AGLI,938
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",KASTAMONU,ARAC,KASTAMONU-ARAC,830
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",KASTAMONU,AZDAVAY,KASTAMONU-AZDAVAY,939
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",KASTAMONU,BOZKURT,KASTAMONU-BOZKURT,953
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",KASTAMONU,CATALZEYTIN,KASTAMONU-CATALZEYTIN,950
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",KASTAMONU,CIDE,KASTAMONU-CIDE,948
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",KASTAMONU,DADAY,KASTAMONU-DADAY,920
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",KASTAMONU,DEVREKANI,KASTAMONU-DEVREKANI,930
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",KASTAMONU,DOGANYURT,KASTAMONU-DOGANYURT,957
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",KASTAMONU,HANONU,KASTAMONU-HANONU,942
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",KASTAMONU,IHSANGAZI,KASTAMONU-IHSANGAZI,870
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",KASTAMONU,INEBOLU,KASTAMONU-INEBOLU,954
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",KASTAMONU,KASTAMONU,KASTAMONU-KASTAMONU,867
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",KASTAMONU,KURE,KASTAMONU-KURE,946
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",KASTAMONU,PINARBASI,KASTAMONU-PINARBASI,932
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",KASTAMONU,SENPAZAR,KASTAMONU-SENPAZAR,949
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",KASTAMONU,SEYDILER,KASTAMONU-SEYDILER,933
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",KASTAMONU,TASKOPRU,KASTAMONU-TASKOPRU,897
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",KASTAMONU,TOSYA,KASTAMONU-TOSYA,782
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",SINOP,AYANCIK,SINOP-AYANCIK,943
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",SINOP,BOYABAT,SINOP-BOYABAT,913
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",SINOP,DIKMEN,SINOP-DIKMEN,936
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",SINOP,DURAGAN,SINOP-DURAGAN,917
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",SINOP,ERFELEK,SINOP-ERFELEK,941
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",SINOP,GERZE,SINOP-GERZE,937
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",SINOP,SARAYDUZU,SINOP-SARAYDUZU,900
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",SINOP,SINOP,SINOP-SINOP,956
"TR82-KUZEY ANADOLU-(CANKIRI, KASTAMONU, SINOP)",SINOP,TURKELI,SINOP-TURKELI,947
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",AMASYA,AMASYA,AMASYA-AMASYA,676
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",AMASYA,GOYNUCEK,AMASYA-GOYNUCEK,646
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",AMASYA,GUMUSHACIKOY,AMASYA-GUMUSHACIKOY,732
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",AMASYA,HAMAMOZU,AMASYA-HAMAMOZU,729
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",AMASYA,MERZIFON,AMASYA-MERZIFON,717
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",AMASYA,SULUOVA,AMASYA-SULUOVA,794
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",AMASYA,TASOVA,AMASYA-TASOVA,709
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",CORUM,ALACA,CORUM-ALACA,602
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",CORUM,BAYAT,CORUM-BAYAT,679
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",CORUM,BOGAZKALE,CORUM-BOGAZKALE,600
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",CORUM,CORUM,CORUM-CORUM,654
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",CORUM,DODURGA,CORUM-DODURGA,783
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",CORUM,ISKILIP,CORUM-ISKILIP,708
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",CORUM,KARGI,CORUM-KARGI,847
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",CORUM,LACIN,CORUM-LACIN,751
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",CORUM,MECITOZU,CORUM-MECITOZU,668
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",CORUM,OGUZLAR,CORUM-OGUZLAR,730
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",CORUM,ORTAKOY,CORUM-ORTAKOY,647
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",CORUM,OSMANCIK,CORUM-OSMANCIK,786
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",CORUM,SUNGURLU,CORUM-SUNGURLU,586
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",CORUM,UGURLUDAG,CORUM-UGURLUDAG,678
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",SAMSUN,19 MAYIS,SAMSUN-19 MAYIS,940
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",SAMSUN,ALACAM,SAMSUN-ALACAM,911
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",SAMSUN,ASARCIK,SAMSUN-ASARCIK,828
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",SAMSUN,ATAKUM,SAMSUN-ATAKUM,899
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",SAMSUN,AYVACIK,SAMSUN-AYVACIK,809
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",SAMSUN,BAFRA,SAMSUN-BAFRA,903
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",SAMSUN,CANIK,SAMSUN-CANIK,883
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",SAMSUN,CARSAMBA,SAMSUN-CARSAMBA,865
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",SAMSUN,HAVZA,SAMSUN-HAVZA,795
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",SAMSUN,ILKADIM,SAMSUN-ILKADIM,909
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",SAMSUN,KAVAK,SAMSUN-KAVAK,843
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",SAMSUN,LADIK,SAMSUN-LADIK,792
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",SAMSUN,SALIPAZARI,SAMSUN-SALIPAZARI,838
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",SAMSUN,TEKKEKOY,SAMSUN-TEKKEKOY,882
