Bölge (Düzey-2),Ýl Adý,Ýlçe Adý,Ýl-Ýlçe,ilce_no
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",SAMSUN,TERME,SAMSUN-TERME,810
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",SAMSUN,VEZIRKOPRU,SAMSUN-VEZIRKOPRU,864
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",SAMSUN,YAKAKENT,SAMSUN-YAKAKENT,929
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",TOKAT,ALMUS,TOKAT-ALMUS,633
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",TOKAT,ARTOVA,TOKAT-ARTOVA,611
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",TOKAT,BASCIFTLIK,TOKAT-BASCIFTLIK,710
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",TOKAT,ERBAA,TOKAT-ERBAA,698
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",TOKAT,NIKSAR,TOKAT-NIKSAR,675
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",TOKAT,PAZAR,TOKAT-PAZAR,639
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",TOKAT,RESADIYE,TOKAT-RESADIYE,652
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",TOKAT,SULUSARAY,TOKAT-SULUSARAY,576
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",TOKAT,TOKAT,TOKAT-TOKAT,606
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",TOKAT,TURHAL,TOKAT-TURHAL,643
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",TOKAT,YESILYURT,TOKAT-YESILYURT,587
"TR83-ORTA KARADENIZ-(AMASYA, CORUM, SAMSUN, TOKAT)",TOKAT,ZILE,TOKAT-ZILE,619
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ARTVIN,ARDANUC,ARTVIN-ARDANUC,844
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ARTVIN,ARHAVI,ARTVIN-ARHAVI,891
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ARTVIN,ARTVIN,ARTVIN-ARTVIN,821
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ARTVIN,BORCKA,ARTVIN-BORCKA,914
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ARTVIN,HOPA,ARTVIN-HOPA,910
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ARTVIN,KEMALPASA,ARTVIN-KEMALPASA,960
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ARTVIN,MURGUL,ARTVIN-MURGUL,886
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ARTVIN,SAVSAT,ARTVIN-SAVSAT,901
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ARTVIN,YUSUFELI,ARTVIN-YUSUFELI,704
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GIRESUN,ALUCRA,GIRESUN-ALUCRA,641
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GIRESUN,BULANCAK,GIRESUN-BULANCAK,726
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GIRESUN,CAMOLUK,GIRESUN-CAMOLUK,616
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GIRESUN,CANAKCI,GIRESUN-CANAKCI,772
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GIRESUN,DERELI,GIRESUN-DERELI,682
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GIRESUN,DOGANKENT,GIRESUN-DOGANKENT,762
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GIRESUN,ESPIYE,GIRESUN-ESPIYE,791
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GIRESUN,EYNESIL,GIRESUN-EYNESIL,824
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GIRESUN,GIRESUN,GIRESUN-GIRESUN,770
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GIRESUN,GORELE,GIRESUN-GORELE,784
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GIRESUN,GUCE,GIRESUN-GUCE,706
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GIRESUN,KESAP,GIRESUN-KESAP,759
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GIRESUN,PIRAZIZ,GIRESUN-PIRAZIZ,800
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GIRESUN,SEBINKARAHISAR,GIRESUN-SEBINKARAHISAR,632
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GIRESUN,TIREBOLU,GIRESUN-TIREBOLU,785
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GIRESUN,YAGLIDERE,GIRESUN-YAGLIDERE,707
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GUMUSHANE,GUMUSHANE,GUMUSHANE-GUMUSHANE,651
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GUMUSHANE,KELKIT,GUMUSHANE-KELKIT,577
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GUMUSHANE,KOSE,GUMUSHANE-KOSE,648
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GUMUSHANE,KURTUN,GUMUSHANE-KURTUN,703
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GUMUSHANE,SIRAN,GUMUSHANE-SIRAN,612
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",GUMUSHANE,TORUL,GUMUSHANE-TORUL,663
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ORDU,AKKUS,ORDU-AKKUS,740
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ORDU,ALTINORDU,ORDU-ALTINORDU,764
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ORDU,AYBASTI,ORDU-AYBASTI,702
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ORDU,CAMAS,ORDU-CAMAS,801
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ORDU,CATALPINAR,ORDU-CATALPINAR,763
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ORDU,CAYBASI,ORDU-CAYBASI,803
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ORDU,FATSA,ORDU-FATSA,790
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ORDU,GOLKOY,ORDU-GOLKOY,695
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ORDU,GULYALI,ORDU-GULYALI,820
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ORDU,GURGENTEPE,ORDU-GURGENTEPE,758
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ORDU,IKIZCE,ORDU-IKIZCE,808
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ORDU,KABADUZ,ORDU-KABADUZ,683
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ORDU,KABATAS,ORDU-KABATAS,743
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ORDU,KORGAN,ORDU-KORGAN,718
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ORDU,KUMRU,ORDU-KUMRU,741
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ORDU,MESUDIYE,ORDU-MESUDIYE,684
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ORDU,PERSEMBE,ORDU-PERSEMBE,875
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ORDU,ULUBEY,ORDU-ULUBEY,733
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",ORDU,UNYE,ORDU-UNYE,829
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",RIZE,ARDESEN,RIZE-ARDESEN,857
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",RIZE,CAMLIHEMSIN,RIZE-CAMLIHEMSIN,761
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",RIZE,CAYELI,RIZE-CAYELI,781
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",RIZE,DEREPAZARI,RIZE-DEREPAZARI,854
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",RIZE,FINDIKLI,RIZE-FINDIKLI,887
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",RIZE,GUNEYSU,RIZE-GUNEYSU,850
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",RIZE,HEMSIN,RIZE-HEMSIN,876
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",RIZE,IKIZDERE,RIZE-IKIZDERE,691
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",RIZE,IYIDERE,RIZE-IYIDERE,823
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",RIZE,KALKANDERE,RIZE-KALKANDERE,779
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",RIZE,PAZAR,RIZE-PAZAR,878
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",RIZE,RIZE,RIZE-RIZE,780
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",TRABZON,AKCAABAT,TRABZON-AKCAABAT,802
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",TRABZON,ARAKLI,TRABZON-ARAKLI,731
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",TRABZON,ARSIN,TRABZON-ARSIN,736
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",TRABZON,BESIKDUZU,TRABZON-BESIKDUZU,822
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",TRABZON,CARSIBASI,TRABZON-CARSIBASI,873
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",TRABZON,CAYKARA,TRABZON-CAYKARA,690
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",TRABZON,DERNEKPAZARI,TRABZON-DERNEKPAZARI,754
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",TRABZON,DUZKOY,TRABZON-DUZKOY,789
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",TRABZON,HAYRAT,TRABZON-HAYRAT,755
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",TRABZON,KOPRUBASI,TRABZON-KOPRUBASI,722
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",TRABZON,MACKA,TRABZON-MACKA,727
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",TRABZON,OF,TRABZON-OF,775
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",TRABZON,ORTAHISAR,TRABZON-ORTAHISAR,804
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",TRABZON,SALPAZARI,TRABZON-SALPAZARI,769
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",TRABZON,SURMENE,TRABZON-SURMENE,773
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",TRABZON,TONYA,TRABZON-TONYA,760
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",TRABZON,VAKFIKEBIR,TRABZON-VAKFIKEBIR,811
"TR90-DOGU KARADENIZ-(ARTVIN, GIRESUN, GUMUSHANE, ORDU, RIZE, TRABZON)",TRABZON,YOMRA,TRABZON-YOMRA,737
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",BAYBURT,AYDINTEPE,BAYBURT-AYDINTEPE,685
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",BAYBURT,BAYBURT,BAYBURT-BAYBURT,609
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",BAYBURT,DEMIROZU,BAYBURT-DEMIROZU,589
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZINCAN,CAYIRLI,ERZINCAN-CAYIRLI,557
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZINCAN,ERZINCAN,ERZINCAN-ERZINCAN,512
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZINCAN,ILIC,ERZINCAN-ILIC,491
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZINCAN,KEMAH,ERZINCAN-KEMAH,514
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZINCAN,KEMALIYE,ERZINCAN-KEMALIYE,445
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZINCAN,OTLUKBELI,ERZINCAN-OTLUKBELI,605
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZINCAN,REFAHIYE,ERZINCAN-REFAHIYE,558
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZINCAN,TERCAN,ERZINCAN-TERCAN,519
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZINCAN,UZUMLU,ERZINCAN-UZUMLU,525
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZURUM,ASKALE,ERZURUM-ASKALE,640
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZURUM,AZIZIYE,ERZURUM-AZIZIYE,573
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZURUM,CAT,ERZURUM-CAT,503
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZURUM,HINIS,ERZURUM-HINIS,469
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZURUM,HORASAN,ERZURUM-HORASAN,571
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZURUM,ISPIR,ERZURUM-ISPIR,657
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZURUM,KARACOBAN,ERZURUM-KARACOBAN,504
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZURUM,KARAYAZI,ERZURUM-KARAYAZI,506
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZURUM,KOPRUKOY,ERZURUM-KOPRUKOY,565
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZURUM,NARMAN,ERZURUM-NARMAN,631
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZURUM,OLTU,ERZURUM-OLTU,674
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZURUM,OLUR,ERZURUM-OLUR,739
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZURUM,PALANDOKEN,ERZURUM-PALANDOKEN,554
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZURUM,PASINLER,ERZURUM-PASINLER,568
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZURUM,PAZARYOLU,ERZURUM-PAZARYOLU,692
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZURUM,SENKAYA,ERZURUM-SENKAYA,723
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZURUM,TEKMAN,ERZURUM-TEKMAN,494
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZURUM,TORTUM,ERZURUM-TORTUM,636
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZURUM,UZUNDERE,ERZURUM-UZUNDERE,705
"TRA1-KUZEY DOGU ANADOLU-(BAYBURT, ERZINCAN, ERZURUM)",ERZURUM,YAKUTIYE,ERZURUM-YAKUTIYE,597
"TRA2-SERHAT-(AGRI, ARDAHAN, IGDIR, KARS)",AGRI,AGRI,AGRI-AGRI,536
"TRA2-SERHAT-(AGRI, ARDAHAN, IGDIR, KARS)",AGRI,DIYADIN,AGRI-DIYADIN,472
"TRA2-SERHAT-(AGRI, ARDAHAN, IGDIR, KARS)",AGRI,DOGUBAYAZIT,AGRI-DOGUBAYAZIT,544
"TRA2-SERHAT-(AGRI, ARDAHAN, IGDIR, KARS)",AGRI,ELESKIRT,AGRI-ELESKIRT,569
"TRA2-SERHAT-(AGRI, ARDAHAN, IGDIR, KARS)",AGRI,HAMUR,AGRI-HAMUR,495
"TRA2-SERHAT-(AGRI, ARDAHAN, IGDIR, KARS)",AGRI,PATNOS,AGRI-PATNOS,482
"TRA2-SERHAT-(AGRI, ARDAHAN, IGDIR, KARS)",AGRI,TASLICAY,AGRI-TASLICAY,496
"TRA2-SERHAT-(AGRI, ARDAHAN, IGDIR, KARS)",AGRI,TUTAK,AGRI-TUTAK,502
"TRA2-SERHAT-(AGRI, ARDAHAN, IGDIR, KARS)",ARDAHAN,ARDAHAN,ARDAHAN-ARDAHAN,825
"TRA2-SERHAT-(AGRI, ARDAHAN, IGDIR, KARS)",ARDAHAN,CILDIR,ARDAHAN-CILDIR,851
